orf	mRNA	Protein	Length	dN	CAI
YJL212C	155.4418935	52193520.56	2400	0.059699994	0.1808
YDR127W	330.4537003	12307622901	4767	0.059700175	0.2174
YLR351C	302.0001253	1118720333	876	0.059800166	0.121
YGL080W	240.0336579	160277401.7	393	0.059900247	0.1333
YGR285C	1474.852443	8802880485	1302	0.060100035	0.5039
YJL179W	157.6129214	1413730394	330	0.060200043	0.1541
YPL050C	301.6807079	1128924241	1188	0.060399929	0.2155
YER145C	448.6992305	219828862.3	1215	0.060499936	0.1938
YGL037C	674.1099821	998513888.7	651	0.060699944	0.3189
YHL003C	302.4232574	226624418.4	1236	0.061000017	0.1576
YGR255C	126.0968931	280815670.4	1440	0.061000029	0.1461
YIL022W	140.854615	3518724652	1296	0.061100159	0.1402
YLR375W	160.0509519	143316024.2	1032	0.061300145	0.12
YJL003W	72.79327257	128649959	357	0.061399939	0.1016
YHR027C	391.6977097	3101416534	2982	0.061500125	0.2061
YKL091C	70.8074225	611069207.9	933	0.061500137	0.1984
YIL105C	60.75739324	396508729	2061	0.061599917	0.1314
YHR200W	373.0119966	653440122.7	807	0.061600093	0.1083
YDR375C	66.55802081	266921498.1	1371	0.061900104	0.1465
YLR350W	356.7119338	118850013.8	651	0.062000207	0.1168
YJR111C	82.62275568	209230235.6	852	0.062000225	0.1166
YPL004C	712.3463525	6208276493	1026	0.062100041	0.2554
YDL208W	1114.901481	1813810669	522	0.0623	0.3601
YEL003W	345.017635	1154509362	372	0.062700202	0.1515
YDR427W	374.3660127	2269546040	1182	0.062900112	0.2182
YOR246C	287.5743442	229354495.9	993	0.063199972	0.1201
YBR025C	1035.800241	9819225866	1185	0.063200047	0.5674
YGR252W	87.77289667	516832648	1320	0.06330005	0.1215
YDR297W	336.5132226	867656900.9	1050	0.063300115	0.2094
YGL130W	105.0681749	902992055.6	1380	0.063499937	0.1368
YBL102W	301.2908952	82785100	648	0.063499941	0.0995
YNL015W	318.4225024	1909893743	228	0.063600087	0.3714
YBR106W	1734.993178	6069699100	567	0.063700042	0.5288
YOL032W	45.51749054	245807961	741	0.063700094	0.0911
YLL028W	235.1729394	279176876.2	1761	0.063799933	0.1956
YDR293C	171.9248487	347425616	3753	0.063899993	0.1861
YKR018C	263.1365612	471946544.7	2178	0.063900061	0.1668
YJR066W	62.01396486	276448221.6	7413	0.064000056	0.1379
YPR133W-A	474.7463277	693299586.3	153	0.064000313	0.2079
YLR395C	356.3827415	1107598307	237	0.064200199	0.2247
YOL059W	200.2902516	2010644846	1323	0.06420021	0.2116
YGL147C	3330.703215	18865800479	576	0.064400188	0.7707
YOR016C	162.9798171	1488383173	624	0.064599992	0.1786
YIL138C	228.1460203	1398576437	486	0.064700011	0.2464
YMR313C	73.65044211	69792908.15	1929	0.064700075	0.1194
YGR100W	70.99687056	2172203846	2853	0.064800173	0.1458
YDR258C	111.0903371	2529474426	2436	0.064900063	0.2067
YAL025C	192.4012711	805186454.7	921	0.064900166	0.2187
YGL078C	430.7007424	4097005061	1572	0.065000109	0.2711
YIR034C	206.6042982	1896947610	1122	0.065200048	0.2176
YER123W	84.66064472	365546450.5	1575	0.065300031	0.1656
YLR089C	296.29816	766046893.4	1779	0.065500145	0.211
YOR198C	491.8030421	11677198589	1413	0.065500208	0.4064
YOR089C	230.4471389	646365522.6	633	0.065599962	0.1479
YNL185C	117.2309724	579240933	477	0.065600058	0.0793
YBR017C	130.2534895	834601988.7	2757	0.065600062	0.1443
YAR015W	651.5177868	1610639282	921	0.065800015	0.2297
YOR276W	842.3884194	1050492055	486	0.065800105	0.3556
YHR019C	779.0249946	9737354187	1665	0.066000019	0.4001
YGR159C	889.9920366	2606694570	1245	0.066099941	0.4932
YFR028C	148.3206894	398202614.2	1656	0.066099953	0.1297
YER006W	307.4935239	3723814319	1563	0.066100071	0.2104
YOR362C	479.2267426	2869276354	867	0.0661001	0.1919
YPR082C	143.3349595	144079428.6	432	0.066200158	0.1786
YIL162W	137.1770271	207065926.8	1599	0.066399966	0.3087
YPR182W	149.6167145	324214395.7	261	0.066400031	0.0684
YBR035C	290.5786951	2263141067	687	0.066600163	0.2413
YNL169C	158.8033144	1196495136	1503	0.06670016	0.1382
YPL134C	77.30025306	719198204.1	933	0.06680002	0.1234
YGL252C	116.0397258	627075259.5	1767	0.066800054	0.1416
YML030W	160.2100105	260686401.5	480	0.06689996	0.1437
YFR044C	591.0429946	3978754416	1446	0.067100073	0.3127
YHR186C	69.45847297	354167067	4674	0.067199978	0.132
YGR244C	220.0611858	3484507012	1284	0.067200208	0.1887
YBR003W	111.46724	585877165.7	1422	0.067299998	0.1399
YPR108W	360.97613	2951052828	1290	0.067300041	0.1856
YJL173C	234.1956327	107728561.9	369	0.067300118	0.1351
YER067W	236.2182597	135348484.7	486	0.067400077	0.208
YPL169C	212.6041684	1398368149	1800	0.067400083	0.1196
YLR292C	244.0606724	619620834.5	582	0.067600217	0.1437
YCR057C	112.6339495	918762088.5	2772	0.067800053	0.1623
YGL044C	92.99100351	105329372.1	891	0.067800252	0.0975
YPL263C	139.4968605	421788977.4	1956	0.067900004	0.1975
YIR037W	497.4506012	2556799388	492	0.068000197	0.2286
YGR207C	152.8128982	1998635065	786	0.068000249	0.1779
YJL155C	62.05449816	657375742.6	1359	0.068100037	0.138
YIR008C	98.23557429	1134645771	1230	0.068100146	0.1642
YDL004W	384.1417138	247381198.6	483	0.068500116	0.2051
YOL090W	78.76293892	1096591031	2895	0.068600121	0.1775
YHR065C	167.1158208	721710422.9	1506	0.068799966	0.1888
YJL060W	123.7457224	1631598457	1335	0.068800195	0.2131
YHL034C	986.1549829	3652052487	885	0.068899925	0.3457
YBR198C	136.9650135	766661014.1	2397	0.068900073	0.1294
YMR145C	395.8208211	8373866285	1683	0.06900019	0.2605
YBL056W	275.6957032	621345251.8	1407	0.069099999	0.1771
YGL156W	25.78879974	407188053.4	3252	0.069100141	0.1757
YBL024W	273.1014403	4287603476	2055	0.069100163	0.2702
YPR167C	59.23394263	606635054.5	786	0.069100189	0.1616
YMR302C	77.82738947	856136667.4	2553	0.06920003	0.1599
YGR145W	119.6613213	1125681017	2124	0.0692001	0.2219
YHR112C	116.57336	356948730.5	1137	0.069299987	0.1778
YFL014W	170.5668071	5894839407	330	0.06930008	0.6387
YGL012W	636.1618389	367589469.5	1422	0.069500041	0.2296
YDR531W	207.2935367	617536250.2	1104	0.069500263	0.1416
YHR030C	139.6885549	1090769492	1455	0.069599987	0.138
YGR038W	218.9144416	52133525.99	669	0.069600256	0.1587
YKL110C	159.9988551	891689147.8	942	0.069799981	0.141
YHR166C	31.84676432	115912922.5	1881	0.069800012	0.1219
YBR072W	120.6475343	1872679431	645	0.070099921	0.3378
YOL124C	198.2384989	443919296.6	1302	0.070100042	0.1425
YGR180C	1161.371726	5716103783	1038	0.070299998	0.4972
YLR450W	132.0696582	346046299.4	3138	0.070599955	0.1631
YHR205W	127.1222357	1521901641	2475	0.07060011	0.17
YCL050C	488.1703219	6419697124	966	0.070700012	0.3308
YEL015W	142.0823932	398152365.8	1656	0.070700174	0.1526
YNL183C	81.22396611	482415360.3	2373	0.070799913	0.1397
YJL082W	86.92892026	686114505.9	2196	0.070800103	0.1729
YNR035C	342.81421	1686438194	1029	0.070800248	0.2231
YGR243W	70.14792147	693467.4418	441	0.071000159	0.0994
YER019C-A	1085.477802	1746665421	267	0.071000189	0.2063
YDR101C	225.3956884	2540644984	1782	0.071200122	0.2379
YNL264C	104.8817888	552973180.9	1053	0.07120016	0.1954
YPR060C	275.7744864	1146413568	771	0.071300077	0.2165
YML012W	871.5666397	150950348.6	636	0.071400037	0.214
YNL277W	56.34497528	284540530.1	1461	0.071500053	0.1361
YER141W	284.9608809	589810678.3	1461	0.071599908	0.1851
YAL021C	123.8841222	709264698.3	2514	0.071599971	0.1365
YHR121W	265.670175	1200041742	564	0.071599987	0.1675
YKL150W	217.0880887	3790768470	909	0.071600242	0.2597
YKL192C	781.5351741	1778723765	378	0.07160025	0.2101
YJL124C	273.8275218	521272536.3	519	0.071799977	0.1587
YMR298W	300.8272608	1424857143	453	0.0718	0.209
YPL252C	397.7831088	52767430.06	519	0.071800182	0.132
YML016C	87.83489684	241273525.4	2079	0.072099985	0.1637
YML110C	465.816567	304146455.6	924	0.072200101	0.1823
YGR264C	433.8559016	10479174410	2256	0.072299913	0.2929
YNL328C	20.13705667	25397453.94	441	0.072300137	0.108
YPL026C	92.50384	73366063.39	1509	0.072399914	0.1506
YOL042W	63.3555725	483131072	1092	0.072400136	0.1281
YER049W	280.7496433	2065938474	1935	0.072400219	0.2548
YCL030C	1049.239735	7067790628	2400	0.07249994	0.2687
YPR051W	175.2869984	458264006.1	531	0.072500089	0.0843
YNR017W	341.7065629	1188642172	669	0.072600227	0.1167
YOL140W	104.9004029	5571039502	1272	0.072600263	0.2123
YFR047C	223.4888384	525673887.1	888	0.072800145	0.1876
YKR046C	120.1875017	3606002046	852	0.072900198	0.2168
YIR026C	178.8532879	609810384.5	1095	0.072900215	0.1641
YER021W	323.2875574	1777003173	1572	0.072999968	0.1833
YDR084C	150.4011673	176678985.2	600	0.073200035	0.1185
YJR073C	181.5725982	48249800.75	621	0.073200038	0.173
YBR235W	75.61095028	1244589714	3363	0.073200103	0.124
YNL281W	481.4944603	1233481236	462	0.073299934	0.1778
YMR277W	86.09940514	198643669.6	2199	0.07329994	0.1494
YML075C	219.6649486	1931667140	3165	0.073299996	0.1949
YBR247C	130.3315257	1381609205	1452	0.073300273	0.1951
YMR010W	138.6811043	255167358.1	1218	0.073400268	0.1408
YER082C	132.4899631	1104573744	1665	0.073500028	0.1614
YJR014W	280.0551545	1615878383	597	0.073600064	0.2169
YDL085C-A	210.757415	679343459.4	207	0.073899917	0.3199
YMR099C	334.9473947	3007161874	894	0.074100064	0.2934
YJR137C	87.06926027	5422345943	4329	0.074100103	0.2473
YER164W	85.83019486	613013401.5	4407	0.074299894	0.17
YOR347C	79.64299054	256156981.3	1521	0.074500083	0.1303
YBR287W	152.0497297	152622180.9	1284	0.074500086	0.1877
YAL053W	194.3179889	977989849.4	2352	0.074500112	0.1656
YDR368W	234.6897603	4060127723	939	0.074600103	0.2599
YBR214W	113.1392115	475587730.6	1584	0.07460022	0.1435
YCR011C	199.3911347	282195010.6	3150	0.074600281	0.1396
YOL126C	254.1293119	271929785.2	1272	0.074700065	0.1861
YER156C	225.4215281	2519608476	1017	0.074799905	0.1622
YAL044C	1111.568135	620743574.1	513	0.074800144	0.1638
YMR243C	591.1310203	111427446.6	1329	0.074899946	0.2155
YBR061C	125.8572039	429844248.5	933	0.074899999	0.1433
YGL094C	71.28503189	243844290.1	3348	0.075000108	0.1415
YOL020W	202.6799027	67694283.06	1779	0.075000205	0.1406
YOL062C	143.5398644	343580426.4	1476	0.075200038	0.1356
YBR282W	188.9943603	461526234	441	0.075200173	0.1393
YMR002W	668.0320779	83917077.14	471	0.075200241	0.1751
YGR043C	29.35087194	598738875.7	1002	0.075200271	0.1707
YOR074C	79.41814763	1107752545	780	0.075299916	0.2051
YGR245C	191.0408557	679881608.5	2304	0.075500097	0.2013
YCR086W	55.31276771	225307459.1	573	0.075500186	0.0869
YGL242C	186.2131013	291858036.5	546	0.075599915	0.1974
YHR024C	119.4841933	1448565384	1449	0.075699937	0.141
YIL062C	500.5267965	1253742705	465	0.07580024	0.1271
YOR145C	282.0230537	1548530842	825	0.075900182	0.1653
YAL023C	524.2186442	913390208.6	2280	0.07590023	0.2402
YHR005C	281.6719403	737879259.4	1419	0.076100005	0.1545
YDR302W	154.9801834	167231553.9	660	0.076200132	0.147
YKL205W	109.2998312	2059346809	3303	0.076200156	0.1542
YDL178W	158.8439372	1222481022	1593	0.076200233	0.1934
YPL098C	265.1001552	100556067.7	342	0.076200269	0.1239
YER118C	173.8672506	63491449.45	1104	0.07639999	0.1624
YML035C	148.2413695	1405179354	2433	0.076400221	0.1903
YOL064C	277.2315553	1323217488	1074	0.076500049	0.2004
YER154W	188.1586	771707694.7	1209	0.076500162	0.1557
YBR254C	128.8661052	61208907.69	528	0.076600205	0.0999
YMR237W	148.0499592	817670631.1	2175	0.076699917	0.1569
YOR176W	212.77695	1714710225	1182	0.076699958	0.169
YJL164C	119.7081474	345320848.8	1194	0.076700152	0.1777
YJR049C	108.7840774	379422512	1593	0.076899982	0.1274
YLR026C	69.85875784	859835030.2	1023	0.07690002	0.1447
YDL002C	113.1628954	151503720.9	612	0.076900089	0.1032
YOL133W	182.9300041	159092566.7	366	0.077100204	0.2063
YOR221C	111.1758412	561545670.5	1155	0.077199917	0.1348
YNL003C	137.1500406	138328065.1	855	0.077200231	0.1147
YGR047C	73.45751167	97278234.5	3078	0.077500008	0.1348
YLR253W	82.29483167	149585326.8	1710	0.077600234	0.1282
YGR076C	112.3263658	699559162.1	474	0.077800149	0.1632
YOL077W-A	367.242205	918341274.2	207	0.078100165	0.1998
YGL184C	27.0326	956695571.4	1398	0.078199998	0.1309
YOR027W	581.5057384	12705032769	1770	0.07820001	0.2477
YOR197W	202.9999113	608875833.4	1362	0.078200028	0.1743
YOR212W	267.9475263	314736071.1	1272	0.078200142	0.1283
YGR191W	341.341923	246986265.9	1812	0.078399974	0.1941
YBR087W	130.4749508	445051393.5	1065	0.078499912	0.1516
YFR002W	101.5289716	1747808791	2520	0.078500218	0.1551
YCR004C	533.8215994	1198963137	744	0.078500285	0.1985
YLR369W	41.26571811	541927788.7	1974	0.078600069	0.1475
YPL078C	508.8717279	3940080223	735	0.078700296	0.2668
YBR252W	321.9730692	875348150.3	444	0.07899988	0.1827
YNL059C	104.3956989	1250036937	2268	0.079000094	0.1735
YMR054W	164.1186038	912090816.8	2673	0.079199988	0.1576
YCL031C	302.144676	884180563.1	894	0.079299948	0.1587
YDR497C	535.0803526	593857527.8	1755	0.079300156	0.1947
YPR034W	93.53886324	1200596228	1434	0.079500178	0.1116
YCL011C	505.5324719	510978268.6	1284	0.079600187	0.1684
YNL052W	233.3430041	706977213.8	462	0.079600312	0.1625
YMR062C	202.9728843	4244280564	1326	0.07969993	0.17
YHR046C	104.5556953	848227565.6	888	0.079700225	0.1436
YFR052W	222.8448197	2438932362	825	0.079800236	0.18
YOR021C	417.8483192	2650504421	642	0.079800263	0.193
YIL043C	986.9790889	3200938614	969	0.079900135	0.1697
YKL138C	155.0848051	200892142.4	396	0.079900171	0.2333
YJR001W	224.2675811	123339102.8	1809	0.080200094	0.1152
YER068W	103.4541781	438739542.3	1764	0.080300206	0.1511
YLR421C	402.3934226	802694580.2	471	0.080400003	0.1619
YDL235C	203.7454331	829331797.9	504	0.080400046	0.2009
YDL157C	397.9755157	231492844	357	0.080800232	0.2163
YHR062C	64.83705737	456344215.7	882	0.081000246	0.0962
YMR178W	123.6617466	1631547370	825	0.081000261	0.1375
YPL209C	22.37597297	62196537.25	1104	0.081099992	0.0966
YIL107C	87.33155132	91204811.44	2484	0.081100266	0.1608
YDL166C	171.2748905	485419848.3	594	0.081200097	0.1464
YFR001W	271.6919747	552822928.6	615	0.081299897	0.1817
YNL320W	91.58037143	148251465.6	855	0.081599918	0.1334
YBL091C	475.1961081	1105516374	1266	0.081900101	0.2109
YPL260W	161.5643474	2448675020	1656	0.081900109	0.1889
YFR037C	352.3225508	1774498855	1674	0.081900115	0.1279
YAR003W	82.99645639	18131778.7	1281	0.082100125	0.1287
YER100W	167.465474	131015330	753	0.082100237	0.1479
YOR283W	216.067185	915231294.4	693	0.082200025	0.2331
YBR281C	63.87222189	963677475.7	2637	0.082200216	0.1744
YNL231C	507.5850706	2383725452	1056	0.082300029	0.2013
YBR234C	301.2239464	836739586.8	1155	0.08230006	0.1969
YLR383W	64.31194486	46991042.38	3345	0.082499897	0.1506
YFR051C	308.0063981	1816001584	1641	0.082600195	0.1968
YOR164C	226.0368386	1267239476	939	0.082600261	0.1937
YBR248C	211.1516786	3818777365	1659	0.082900041	0.16
YDR454C	969.8098756	5065353995	564	0.083099965	0.3144
YKL059C	126.9494188	280441234.7	1326	0.083399966	0.1487
YNL113W	416.9199655	324519293.8	429	0.083500033	0.1859
YOR211C	80.07592114	1283692501	2709	0.083500102	0.1474
YBL069W	70.64497543	790421117.2	1290	0.083500217	0.1687
YPR113W	735.3452121	739328017.7	663	0.083500248	0.1698
YHR066W	156.3834068	1181162358	1362	0.083600154	0.1887
YLR220W	143.4603062	531062854.5	969	0.083600209	0.12
YLL038C	46.56017906	125523125.1	744	0.0837001	0.0827
YNL263C	225.3968808	528861685.5	945	0.083900013	0.1582
YDL236W	255.9186408	2156701246	939	0.083999995	0.1962
YPR149W	1377.473772	4063435.985	522	0.084000243	0.3609
YMR261C	138.2719097	1236922557	3165	0.084200283	0.2016
YOR260W	310.0500976	940707256	1737	0.084400006	0.1785
YKL151C	117.3904132	635516586.3	1014	0.084400013	0.1335
YMR235C	298.3818037	4392339116	1224	0.084400288	0.2183
YNL288W	136.2744327	375664118	1122	0.084499918	0.1289
YPR168W	37.25578324	256071430.5	474	0.084500263	0.2613
YKL174C	112.2061122	47153042.86	1857	0.084600244	0.1186
YHL032C	67.18793889	1831683.038	2130	0.084600275	0.1498
YBR260C	94.41978563	960463783	2001	0.08470006	0.1534
YGR220C	163.3849008	845521153.9	810	0.084700246	0.158
YBR058C-A	532.5598889	511495707.4	243	0.084900266	0.1244
YKL211C	257.4335161	3593028238	1455	0.085000087	0.1841
YMR236W	271.136663	60496664.13	474	0.085000095	0.0821
YDR120C	161.3234837	1421361803	1713	0.085000229	0.1555
YBR145W	164.7427238	672879899.9	1056	0.085000277	0.2529
YPR137W	152.5138638	1221398918	1722	0.085200003	0.1492
YKL212W	222.0851647	2870492094	1872	0.085500199	0.2063
YNL325C	46.46552432	15582439.83	2640	0.085800254	0.1545
YGR149W	82.08108579	131635714.3	1299	0.085899916	0.1498
YNL011C	61.64819806	115274577.7	1335	0.08600013	0.1311
YER042W	191.2546712	1400991497	555	0.086200155	0.1683
YML105C	302.0848118	1658340232	822	0.086400005	0.1734
YBR026C	113.1809706	1408911991	1143	0.08649997	0.1656
YPR020W	209.2291867	3421859659	348	0.086500282	0.1299
YNR008W	84.74072364	265016296.4	1986	0.086700107	0.1337
YIR012W	296.8733938	730349004.7	1296	0.086799921	0.1569
YHR206W	133.6754736	497945321.5	1869	0.086800227	0.1409
YDR449C	148.6234973	1400144310	1323	0.086899947	0.1813
YMR061W	91.81074579	606936402.7	2034	0.086999938	0.1493
YBR265W	234.4080258	372799175.8	963	0.087000095	0.1503
YDL015C	524.5307744	836890668.5	933	0.087000112	0.24
YCR077C	177.4543469	1712169671	2391	0.087000209	0.1809
YJL030W	103.9565443	201404139	591	0.087200005	0.1155
YFL016C	147.53354	1072268826	1536	0.087300213	0.1606
YJL104W	178.4078747	1186570955	450	0.087499909	0.0919
YDR489W	39.25973556	100442333.3	885	0.087500232	0.1642
YPL153C	30.82726865	81027099.89	2466	0.087800039	0.1213
YLR321C	111.7619673	407977647.1	1281	0.087899928	0.1725
YDL101C	62.76716676	501372473.5	1542	0.087900011	0.1484
YOR340C	190.0125911	1363207128	981	0.087900076	0.1692
YJR090C	76.27632395	693598595.5	3456	0.087999905	0.1171
YGR174C	75.4031973	407575088	513	0.087999917	0.1091
YAL041W	94.54577833	652949380.8	2565	0.088000132	0.1284
YNL207W	148.0027878	920579152.3	1278	0.088000215	0.1843
YJR096W	89.24212842	675348551.9	849	0.088000251	0.2223
YDL225W	149.493207	1696897252	1656	0.088200134	0.1905
YPR058W	202.2730097	1035778286	924	0.088299964	0.1447
YMR301C	63.85901632	160850108.7	2073	0.088300275	0.1198
YOL002C	263.6436773	34033028.57	954	0.088399909	0.1253
YGR078C	181.4391122	827691789.5	600	0.08850016	0.1229
YBR036C	223.8681697	178635304.1	1233	0.088500299	0.142
YPR026W	23.77556971	12573450	3636	0.088599904	0.1406
YKR038C	157.6332549	509548712.2	1161	0.08860015	0.1191
YGL084C	115.9939283	10165959	1683	0.088600265	0.1692
YKL135C	155.7178476	1167036786	2181	0.088800214	0.1492
YIR035C	153.0588182	1539562797	765	0.088800304	0.2252
YIL126W	113.2938379	1171695418	4080	0.088900052	0.1865
YDR304C	678.7069727	1558616364	678	0.089000062	0.2614
YJL088W	117.5634156	5446837432	1017	0.089200017	0.2012
YMR223W	62.30875784	212542503.3	1416	0.0892999	0.1632
YBR114W	46.439685	3574426.5	2373	0.089400098	0.1628
YDL110C	152.9054343	211672755.5	453	0.0894003	0.143
YKR003W	119.2403431	2045585770	1347	0.089700188	0.1522
YBR146W	176.8290919	829202500.3	837	0.089799982	0.1367
YBL105C	65.093555	565858295.7	3456	0.089800103	0.1714
YGR048W	85.56880789	810463746.6	1086	0.090300274	0.1245
YNR012W	108.046698	645692857.1	1506	0.090500151	0.168
YGL171W	122.9372419	1315826285	1695	0.090599935	0.1711
YHR058C	77.13482216	75115495.94	888	0.090700119	0.1319
YDR301W	60.85110676	257011187.1	4074	0.090800229	0.1534
YDL087C	35.46347226	66119609.29	786	0.090900089	0.091
YBL037W	47.37975406	83268340.15	3078	0.090900242	0.135
YIL136W	57.73090703	1331387108	1182	0.090999948	0.1527
YIL003W	72.99098919	100416844.1	882	0.091000332	0.1066
YFL008W	95.33298278	1378985628	3678	0.091099933	0.1632
YBR137W	136.8081478	104147466.9	540	0.091300192	0.1574
YIL020C	107.5651982	1303189436	786	0.091400142	0.1606
YMR189W	222.6979176	1335741289	3105	0.091400169	0.1889
YIL034C	248.2143334	579730816.8	864	0.091400315	0.1787
YGR232W	151.6481546	1251730439	687	0.091499932	0.1674
YOR281C	182.7914903	760869797.4	861	0.091500098	0.1653
YGL068W	324.8691443	1204598837	585	0.091500169	0.2038
YJR075W	196.725	356777694.2	1191	0.091600188	0.1793
YGR202C	93.73944622	806471675.5	1275	0.091700127	0.1572
YDL045C	68.51270605	75607857.14	921	0.091899929	0.1346
YPL184C	157.2614992	498565822.9	1839	0.091900089	0.1631
YDR167W	190.4429008	128113529.9	621	0.091900092	0.0959
YDR492W	295.6399703	95542500	951	0.09210012	0.1931
YPR159W	266.8476475	277290393.9	2163	0.092100308	0.189
YDL031W	232.12018	1430064670	2988	0.092200175	0.192
YDL078C	328.0114762	3151334561	1032	0.092200236	0.154
YOR014W	135.7050273	1874133323	2274	0.092300074	0.1588
YFR011C	132.4084534	942972913.4	513	0.092399998	0.215
YDR408C	308.2123003	900787331.4	645	0.092400204	0.1191
YOR348C	13.17506771	25164166.83	1884	0.092500008	0.1099
YAL019W	84.8662127	560648270.3	3396	0.092500201	0.1634
YMR150C	163.2158539	29286216.67	573	0.092600324	0.091
